timestamp,cpu_usage,memory_usage,network_latency,is_anomaly
2025-01-17 05:56:12.690980,71.58461354529317,81.2350255323282,118.56592571290088,0
2025-01-17 05:55:12.690980,25.04056392533058,59.2987923720792,59.74675500285247,0
2025-01-17 05:54:12.690980,87.09815392295717,74.03444387611533,87.03784982998366,0
2025-01-17 05:53:12.690980,61.0739204248166,60.58639555322878,116.07977610398969,0
2025-01-17 05:52:12.690980,66.61820966114593,67.69616650538792,163.46254263909034,0
2025-01-17 05:51:12.690980,41.225506012509754,65.34232716383252,106.45123425992291,0
2025-01-17 05:50:12.690980,47.18565866384181,66.74539876226058,78.68877044896384,0
2025-01-17 05:49:12.690980,71.84189577490241,49.44487480091032,75.47569900944623,0
2025-01-17 05:48:12.690980,26.185242607851205,33.91201497598686,79.09547865307376,0
2025-01-17 05:47:12.690980,54.58027066985003,53.14377523952612,133.46908103991052,0
2025-01-17 05:46:12.690980,43.5035175017958,58.09133431247812,114.23740832524132,0
2025-01-17 05:45:12.690980,51.89072889290393,44.69947406136402,152.19519183348075,0
2025-01-17 05:44:12.690980,25.1802591988515,67.3550914033293,98.07172448211804,0
2025-01-17 05:43:12.690980,50.90976874846541,71.21898995928967,100.58868969177412,0
2025-01-17 05:42:12.690980,39.04152883870871,41.34934436088462,55.11685114967934,0
2025-01-17 05:41:12.690980,56.127556246641696,59.061610178822235,74.62814208014251,0
2025-01-17 05:40:12.690980,64.80496065831062,63.717644151566624,166.69496713148447,0
2025-01-17 05:39:12.690980,60.91672674322473,66.89305022500021,108.72733662092011,0
2025-01-17 05:38:12.690980,36.923412889536564,63.36241494132598,114.97367799952302,0
2025-01-17 05:37:12.690980,46.19929822642203,59.726103251868736,94.12613532451842,0
2025-01-17 05:36:12.690980,49.3343708011718,71.88671155439589,144.56492566965426,0
2025-01-17 05:35:12.690980,48.22149012684334,68.99313259885943,153.01890546916638,0
2025-01-17 05:34:12.690980,89.61534662690832,73.97767001733597,62.09903560549958,0
2025-01-17 05:33:12.690980,43.98419178464003,60.80114719980698,63.39444703336768,0
2025-01-17 05:32:12.690980,32.95134611237919,44.40379762507365,131.1606172663699,0
2025-01-17 05:31:12.690980,52.742780484341694,74.57021531394504,81.02589501750025,0
2025-01-17 05:30:12.690980,64.7228837064113,60.40325208597521,73.96274711521687,0
2025-01-17 05:29:12.690980,61.428846902544265,67.9738090403417,100.90291374092371,0
2025-01-17 05:28:12.690980,64.18165883459417,50.55004044312325,119.26171898283536,0
2025-01-17 05:27:12.690980,53.63651013152749,79.83706708819396,106.55492263494776,0
2025-01-17 05:26:12.690980,48.13656413417636,70.01242404836213,65.00020532957345,0
2025-01-17 05:25:12.690980,53.81951368621029,44.7257542034845,122.75335237893586,0
2025-01-17 05:24:12.690980,43.459545695306346,60.77747268229864,74.99727909352,0
2025-01-17 05:23:12.690980,51.818784289666716,60.3717954682732,103.49314277377013,0
2025-01-17 05:22:12.690980,39.375980838180226,65.29649579687486,97.67358595774145,0
2025-01-17 05:21:12.690980,49.48837232149058,54.527811518921276,95.89763864989592,0
2025-01-17 05:20:12.690980,53.27050725372062,61.2827610442685,80.07853097004433,0
2025-01-17 05:19:12.690980,60.88173600318311,63.714245555775705,109.24987209627204,0
2025-01-17 05:18:12.690980,54.08644682263769,67.728067494781,112.86395269025594,0
2025-01-17 05:17:12.690980,38.66005512404058,54.21199821188772,49.621702424555686,0
2025-01-17 05:16:12.690980,73.76784217291517,60.64998923898242,63.67392422865313,0
2025-01-17 05:15:12.690980,34.99038377370876,52.596454597008275,114.49125988858222,0
2025-01-17 05:14:12.690980,39.75352911738929,29.870789973639596,135.8134158486281,0
2025-01-17 05:13:12.690980,49.9847353442348,67.0707948649883,112.24149026278775,0
2025-01-17 05:12:12.690980,54.308050718465665,57.77624396949765,111.83622246164725,0
2025-01-17 05:11:12.690980,39.77910702735204,59.70322509664395,107.64749933024278,0
2025-01-17 05:10:12.690980,45.17279232392962,71.60521460558475,137.3206425062486,0
2025-01-17 05:09:12.690980,59.19550755193723,48.78059208923253,142.452173924137,0
2025-01-17 05:08:12.690980,57.96732170909986,65.30471063146945,110.50966920327022,0
2025-01-17 05:07:12.690980,29.2454608203684,69.90041369442964,63.54059215759015,0
2025-01-17 05:06:12.690980,16.322526227437876,56.54421772385081,122.51548359795733,0
2025-01-17 05:05:12.690980,49.67700727678937,52.89840274836535,51.41487999591187,0
2025-01-17 05:04:12.690980,64.472663539465,61.64164797874464,143.71477126541635,0
2025-01-17 05:03:12.690980,60.31255376040447,63.5102812167478,42.506135386618865,0
2025-01-17 05:02:12.690980,38.8516087255009,51.35269598631941,90.97104021886912,0
2025-01-17 05:01:12.690980,50.09111960000478,51.516231698227934,98.2682207769115,0
2025-01-17 05:00:12.690980,84.03931392808732,48.12497309119326,104.32592142810185,0
2025-01-17 04:59:12.690980,48.84400444451617,53.69059985493237,87.41950843727736,0
2025-01-17 04:58:12.690980,59.68829537171762,67.26014840656227,57.55373827036401,0
2025-01-17 04:57:12.690980,18.904983647810404,54.09653166770942,75.344403405736,0
2025-01-17 04:56:12.690980,14.903663967195271,56.112805848662155,142.27898357273233,0
2025-01-17 04:55:12.690980,63.87813299834238,54.73037862250523,80.26714599956814,0
2025-01-17 04:54:12.690980,46.11545472539881,63.95968760514218,54.91832924139931,0
2025-01-17 04:53:12.690980,43.4537138875905,66.41269428372136,89.71921227236551,0
